usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type,inference_geo,speed
2026-03-18,Claude Opus 4.6,Default,Ember,message,≤ 200k,output,0.96,token,global,
2026-03-18,Claude Sonnet 4,Default,Sheath,message,≤ 200k,input_no_cache,0.01,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Sheath,message,≤ 200k,input_cache_read,7.30,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Sheath,message,≤ 200k,input_cache_write_5m,20.22,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Sheath,message,≤ 200k,output,0.90,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Blade2,message,≤ 200k,input_no_cache,0.02,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Blade2,message,≤ 200k,input_cache_read,13.04,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Blade2,message,≤ 200k,input_cache_write_5m,37.41,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Blade2,message,≤ 200k,output,3.68,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Ember,message,≤ 200k,input_no_cache,0.00,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Ember,message,≤ 200k,input_cache_read,0.02,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Ember,message,≤ 200k,input_cache_write_5m,0.11,token,not_available,
2026-03-18,Claude Sonnet 4,Default,Ember,message,≤ 200k,output,0.01,token,not_available,
2026-03-18,Claude Sonnet 4.6,Default,Sheath,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Sheath,message,≤ 200k,input_cache_read,0.28,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Sheath,message,≤ 200k,input_cache_write_5m,2.51,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Sheath,message,≤ 200k,output,0.05,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,input_cache_read,24.19,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,input_cache_write_5m,22.02,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,output,4.95,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,input_no_cache,0.00,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,input_cache_read,63.20,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,input_cache_write_5m,64.62,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,output,2.29,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,input_cache_read,1.20,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,input_cache_write_5m,14.27,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,output,0.38,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,200k - 1M,input_no_cache,0.00,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,200k - 1M,input_cache_read,1.50,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,200k - 1M,input_cache_write_5m,11.71,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Frank,message,200k - 1M,output,0.03,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,input_cache_read,0.58,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,input_cache_write_5m,5.86,token,global,
2026-03-18,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,output,0.11,token,global,
2026-03-19,Claude Sonnet 4,Default,Sheath,message,≤ 200k,input_no_cache,0.00,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Sheath,message,≤ 200k,input_cache_read,0.74,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Sheath,message,≤ 200k,input_cache_write_5m,2.93,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Sheath,message,≤ 200k,output,0.06,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Blade2,message,≤ 200k,input_no_cache,0.00,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Blade2,message,≤ 200k,input_cache_read,1.49,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Blade2,message,≤ 200k,input_cache_write_5m,9.20,token,not_available,
2026-03-19,Claude Sonnet 4,Default,Blade2,message,≤ 200k,output,0.39,token,not_available,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,input_cache_read,1.92,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,input_cache_write_5m,5.17,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,≤ 200k,output,0.94,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,input_no_cache,0.00,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,input_cache_read,27.47,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,input_cache_write_5m,35.13,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Blade2,message,200k - 1M,output,0.68,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,input_cache_read,1.04,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,input_cache_write_5m,5.02,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Frank,message,≤ 200k,output,0.27,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,input_no_cache,0.00,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,input_cache_read,1.22,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,input_cache_write_5m,6.30,token,global,
2026-03-19,Claude Sonnet 4.6,Default,Ember,message,≤ 200k,output,0.23,token,global,
